episode,score,epsilon,avg_loss
269,3,0.32499999999999996,0.24310142560689538
270,5,0.3225,0.24037961125053386
271,3,0.31999999999999995,0.22365148245326935
272,3,0.3175,0.23023600961480822
273,1,0.31499999999999995,0.2497334289054076
274,2,0.3125,0.272254261055163
275,1,0.31000000000000005,0.20145802199840546
276,1,0.3075,0.26410656278171846
277,3,0.30500000000000005,0.23595427721738815
278,9,0.3025,0.25503190617843213
279,1,0.30000000000000004,0.25707545408675836
280,2,0.2975,0.25567418593363683
281,4,0.29500000000000004,0.24346691560237965
282,4,0.2925,0.23608175795229655
283,3,0.29000000000000004,0.224929197453985
284,4,0.2875,0.23488464449741403
285,4,0.28500000000000003,0.2432062749660784
286,4,0.2825,0.2283224589058331
287,3,0.28,0.2654902262923618
288,2,0.27749999999999997,0.2165484397034896
289,1,0.275,0.22050431477172033
290,3,0.27249999999999996,0.2124876283109188
291,13,0.27,0.2536500902790012
292,4,0.26749999999999996,0.2807155274786055
293,4,0.265,0.247905402977503
294,2,0.26249999999999996,0.22020703918019005
295,1,0.26,0.2147728485817259
296,6,0.25749999999999995,0.2193593666828298
297,2,0.255,0.25267428532242775
298,10,0.25249999999999995,0.26129555512143643
299,3,0.25,0.2885489789087598
300,2,0.24750000000000005,0.23667767000469295
301,5,0.245,0.23588157017700007
302,5,0.24250000000000005,0.22376497904459636
303,1,0.24,0.30867719844631525
304,6,0.23750000000000004,0.2504163737049197
305,1,0.235,0.2459758278485891
306,8,0.23250000000000004,0.2406813023611903
307,8,0.22999999999999998,0.24433869585271709
308,2,0.22750000000000004,0.22338430523872377
309,6,0.22499999999999998,0.22713958002902843
310,3,0.22250000000000003,0.23856318010049954
311,8,0.21999999999999997,0.24821236295004687
312,1,0.21750000000000003,0.2199562649641718
313,1,0.21499999999999997,0.31127170845866203
314,2,0.21250000000000002,0.23544476476480375
315,3,0.20999999999999996,0.238641825553618
316,5,0.20750000000000002,0.28010073937075114
317,9,0.20499999999999996,0.2558072761830055
318,3,0.2025,0.2843916328816578
319,2,0.19999999999999996,0.278808024674654
320,5,0.1975,0.273662716401427
321,4,0.19499999999999995,0.22883109294849893
322,1,0.1925,0.22476125945305003
323,20,0.18999999999999995,0.2510707615294318
324,2,0.1875,0.21468594980736574
325,1,0.18500000000000005,0.23549125036772559
326,1,0.1825,0.21038423064682218
327,14,0.18000000000000005,0.22147144617441575
328,1,0.1775,0.20194565132260323
329,19,0.17500000000000004,0.24452919987391453
330,7,0.1725,0.23285993000308236
331,9,0.17000000000000004,0.2706018013291453
332,3,0.16749999999999998,0.27953607683831994
333,14,0.16500000000000004,0.26486923719445865
334,1,0.16249999999999998,0.23203048697457865
335,1,0.16000000000000003,0.24221994313928816
336,3,0.15749999999999997,0.280255969427526
337,5,0.15500000000000003,0.2818572738054973
338,5,0.15249999999999997,0.2729378193616867
339,1,0.15000000000000002,0.23252939153462648
340,5,0.14749999999999996,0.25655108420963746
341,11,0.14500000000000002,0.2217989517909706
342,5,0.14249999999999996,0.2548984124353438
343,3,0.14,0.2359465907831661
344,15,0.13749999999999996,0.24514607908138147
345,1,0.135,0.26468590564197964
346,10,0.13249999999999995,0.2828298287861275
347,12,0.13,0.2590446569880501
348,15,0.12749999999999995,0.2695230820550109
349,16,0.125,0.2585849007781671
350,5,0.12250000000000005,0.3003770056434653
351,2,0.12,0.26003615978436595
352,3,0.11750000000000005,0.3297156574470656
353,11,0.11499999999999999,0.278559644043056
354,9,0.11250000000000004,0.2683361989670786
355,1,0.10999999999999999,0.2609634339809418
356,8,0.10750000000000004,0.2743864695268466
357,7,0.10499999999999998,0.22727106465026736
358,17,0.10250000000000004,0.2732703970111114
359,2,0.09999999999999998,0.23993627214804292
360,18,0.09750000000000003,0.2940243043833309
361,7,0.09499999999999997,0.2513405752240443
362,1,0.09250000000000003,0.2615654265715016
363,26,0.08999999999999997,0.26993642731839623
364,2,0.08750000000000002,0.26948916152411817
365,9,0.08499999999999996,0.28804022397684015
366,10,0.08250000000000002,0.2977242715656757
367,18,0.07999999999999996,0.3250736683503261
368,16,0.07750000000000001,0.2979789116878563
369,3,0.07499999999999996,0.34180176485743785
370,15,0.07250000000000001,0.3388698878725605
371,12,0.06999999999999995,0.2689404653644325
372,11,0.0675,0.2852782300078725
373,22,0.06499999999999995,0.2960847395141263
374,10,0.0625,0.3612936832414472
375,26,0.06000000000000005,0.31746723113612363
376,19,0.057499999999999996,0.30524626568737756
377,27,0.05500000000000005,0.30841630806393255
378,9,0.05249999999999999,0.33894653642763856
379,17,0.050000000000000044,0.33503299687917415
380,2,0.04749999999999999,0.3074128891934048
381,5,0.04500000000000004,0.3124478446013892
382,4,0.04249999999999998,0.28530513658188283
383,16,0.040000000000000036,0.3096232587345561
384,28,0.03749999999999998,0.3167310030851298
385,9,0.03500000000000003,0.3224192298948765
386,19,0.03249999999999997,0.32506476053231054
387,2,0.030000000000000027,0.2782270736766584
388,15,0.02749999999999997,0.3538109555618087
389,14,0.025000000000000022,0.3214762888460363
390,16,0.022499999999999964,0.30008410268140673
391,10,0.020000000000000018,0.36837055231781973
392,5,0.01749999999999996,0.28166232499129634
393,25,0.015000000000000013,0.3326638429608269
394,10,0.012499999999999956,0.33317232136892166
395,16,0.010000000000000009,0.3650755398128749
396,18,0.01,0.34468819573521614
397,15,0.01,0.33660023036051767
398,35,0.01,0.36012058197817903
399,27,0.01,0.33904124910379463
400,48,0.01,0.3620995801967262
401,20,0.01,0.3603415561862934
402,34,0.01,0.35987306892172
403,33,0.01,0.35301314302507725
404,39,0.01,0.3785873774131273
405,28,0.01,0.40739952999381723
406,34,0.01,0.42408720337441846
407,24,0.01,0.4206609432366574
408,55,0.01,0.3949220898062501
409,5,0.01,0.3882009781276186
410,16,0.01,0.4447656435271104
411,18,0.01,0.41977984445250555
412,27,0.01,0.4376884297697575
413,24,0.01,0.4116922474975856
414,32,0.01,0.42306361488764677
415,58,0.01,0.4421473612110314
416,25,0.01,0.4377967698706521
417,40,0.01,0.4847611619326157
418,21,0.01,0.4980023200490645
419,31,0.01,0.47270754979589813
420,15,0.01,0.49010826647281647
421,17,0.01,0.5116052040203805
422,14,0.01,0.5284569672460835
423,34,0.01,0.5001059619962349
424,31,0.01,0.5235522649502173
425,30,0.01,0.5630047262582965
426,27,0.01,0.5278215167791019
427,38,0.01,0.5360154294066708
428,12,0.01,0.5438612367519561
429,44,0.01,0.5432841063796525
430,33,0.01,0.5157983602062999
431,25,0.01,0.5315023654546494
432,24,0.01,0.5675777020932591
433,15,0.01,0.6187904252532567
434,16,0.01,0.5902551259936356
435,28,0.01,0.6028315500504728
436,33,0.01,0.5967473779557919
437,20,0.01,0.5525924669500307
438,30,0.01,0.6222402788256239
439,30,0.01,0.624587552432211
440,17,0.01,0.6660779932453313
441,43,0.01,0.6994292707947212
442,27,0.01,0.6237867787879493
443,14,0.01,0.5982124196502553
444,29,0.01,0.5890364120074358
445,25,0.01,0.7106980090919263
446,19,0.01,0.6609947645320342
447,54,0.01,0.6484829860273749
448,29,0.01,0.6846943913662734
449,23,0.01,0.6240625602152684
450,15,0.01,0.6870733521910696
451,30,0.01,0.7228197571543075
452,12,0.01,0.6682087792389428
453,30,0.01,0.7019723593300089
454,31,0.01,0.6790261498772272
455,23,0.01,0.789985814853148
456,29,0.01,0.7637133065785203
457,27,0.01,0.6990930657574838
458,40,0.01,0.7276050683397514
459,3,0.01,0.7438315941115557
460,19,0.01,0.7810936120191687
461,10,0.01,0.8363390820366996
462,3,0.01,0.6240474377143181
463,21,0.01,0.7321382436400269
464,18,0.01,0.7636048107295649
465,42,0.01,0.7764056303394519
466,4,0.01,0.7064447337388993
467,46,0.01,0.7867718195519506
468,29,0.01,0.7762974337467936
469,13,0.01,0.7980640187680003
470,28,0.01,0.8475131380476043
471,30,0.01,0.8338506037011894
472,30,0.01,0.8640629981817213
473,45,0.01,0.8051272055845919
474,35,0.01,0.8323329441388989
475,31,0.01,0.8248787000157032
476,29,0.01,0.8537962755343176
477,24,0.01,0.7887635868313403
478,19,0.01,0.8149139294666904
479,28,0.01,0.8141631855053848
480,39,0.01,0.8226886116031907
481,33,0.01,0.9024611075325152
482,33,0.01,0.8743119811234267
483,15,0.01,0.8444796040058136
484,38,0.01,0.8965716692619026
485,26,0.01,0.9203722749503783
486,34,0.01,0.9946840271758016
487,25,0.01,0.9383558364851134
488,4,0.01,0.8241266455501318
489,49,0.01,0.9701945575232991
490,10,0.01,0.8871379632502794
491,41,0.01,0.9644542819575259
492,12,0.01,0.9580468620706655
493,41,0.01,0.981647042622826
494,52,0.01,1.0328769212506013
495,28,0.01,0.9935665683981812
496,28,0.01,1.0108953267011953
497,1,0.01,1.2170094975403376
498,52,0.01,1.0032102277860955
499,43,0.01,1.037387107366639
